Country,WHO Region,Population,Geographical Region,WHO Group,DALY,Adult DALYs,Children DALYs,Retention Rate,Retention Rate (ADULT),Retention Rate (CHILD),# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,Estimated adults (15+) living with HIV,Estimated children (0-14) living with HIV,# Adult Prevalent Cases Receiving Treatment,# Children Prevalent Cases Receiving Treatment,3TC,ABC,AZT,ddl,d4T,EFV,FTC,LPV/r,NVP,TDF,ATV/r,Overall Treatment Impact,,,,,,average of 2013 antiretroviral treatment. ,,,Treatment Regimen Proportion and Efficacy Section,,,,,impact =daly*treatment cover*x/(1-treatment cover*x)/number of drugs,,,,,,Originator Company,Drug(s),Final Impact,,,,,Afghanistan,9224.366,Afghanistan,1528.182,,Afghanistan,500,26,0.11,,,Country,All ages,Children (0-14),Adults (15+),Year,,http://apps.who.int/gho/data/node.main.626?lang=en,Estimated antiretroviral therapy coverage among people living with HIV (%),Reported number of people receiving antiretroviral therapy,Cleaned coverage,Cleaned number of people receiving antiretroviral therapy,Computed Impact Score (3TC),Computed Impact Score (ABC),Computed Impact Score (AZT),Computed Impact Score (ddl),Computed Impact Score (d4T),Computed Impact Score (EFV),Computed Impact Score (FTC),Computed Impact Score (LPV/r),Computed Impact Score (NVP),Computed Impact Score (TDF),Computed Impact Score (ATV/r),Computed Overall Treatment Impact
Thailand,SEA,68657600,"East, South and South-East Asia",A,618690.504,617388.6,1301.904,87,87,93,282135,434053.8462,0.65,278322,429953.8462,0.647329946,3813,4100,0.95,460000,5825.69656599394,297771.7751,5534.411738,11191.26344,54.65159636,4124.469531,0.351720713,1.816741711,8716.229597,3134.057762,906.1863289,4536.341961,10447.9595,166.8671607,43280.19535,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Sub-Saharan Africa,10478537,Sri Lanka,230.4761,,Vanuatu,,,,,,,,,,,,Venezuela (Bolivarian Republic of),59 [54-64],63 328,0.59,63328,11242.534156918493,54.82662512740185,4142.801294522009,0.3517207129929766,1.8167417114673599,8757.103704509243,3148.404039916657,909.9506604234085,4556.630566401215,10210.509638809592,167.5571088360491,43192.48625788853
The Former Yugoslav Republic of Macedonia,EUR,2079308,Europe and Central Asia,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,43690.42,Stockholm,16.77996,,Venezuela (Bolivarian Republic of),2100,1145,0.55,,,,,,,,,Viet Nam,42 [37-47],106 373,0.42,106373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,SEA,1240977,"East, South and South-East Asia",A,3324.5304,2800.047,524.4834,97.14,97.14,97.14,,,0.2518046743,,,0.2518046743,,,,,,,,4.048059618,0.01644487306,1.512107592,0.0,0.0,3.120432051,1.140419674,0.3448519454,1.658525923,3.777357862,0.06466937341,15.68286891,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,2442.16,Sub-Saharan Africa,12906378,,Viet Nam,4900,4865,0.95,,,,,,,,,Yemen,15 [9-26],1 355,0.15,1355,4.048059617114699,0.016444873059164377,1.5121075918454057,0.0,0.0,3.1204320499311513,1.1404196741174104,0.34485194528665924,1.6585259226125588,3.6671231769105916,0.06466937340174071,15.57263422427938
Togo,AFR,7416802,Sub-Saharan Africa,A,333705.77,270540.8,63164.97,97.14,97.14,97.14,43603,106348.7805,0.41,40545,97348.78049,0.4164921204,3058,9000,0.34,120000,19000,49979.05444,6460,809.5066978,47.42562403,335.8055731,1.340575092,6.864021868,543.9958704,187.1129063,87.29311349,356.1473928,626.7847897,10.34130364,3012.617868,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockholm,607.3234,Sudan,21937.77,,Yemen,500,140,0.32,,,,,,,,,Zambia,63 [59-66],758 646,0.63,758646,798.4405531886347,47.3846244800908,331.76301365598147,1.3405750923330373,6.864021867698557,535.3094073374119,184.00267346918716,86.42139280867369,351.6906415073564,599.0412864648732,10.179861265729695,2952.438051137971
Tokelau,WPR,,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,37183438,Suriname,147.1605,,Zambia,85000,51903,0.61,,,,,,,,,Zimbabwe,62 [56-67],878 461,0.62,878461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,WPR,106364,Oceania,A,70.98323,58.53044,12.45279,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.1244661958,0.0004966103819,0.04629135207,0.0,0.0,0.09629583921,0.03505186775,0.01044206184,0.05082674532,0.1162778438,0.001953417157,0.4821019333,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudan,199167.1,Swaziland,72240.03,,Zimbabwe,77000,61064,0.8,,,,,,,,,,,,,,0.12446619578676107,0.0004966103819316991,0.04629135207465797,0.0,0.0,0.0962958392147522,0.03505186774979852,0.010442061841878146,0.05082674532306575,0.11294741982371605,0.001953417156863471,0.47877150935342483
Trinidad and Tobago,AMR,1360092,,B,10906.3897,10470.87,435.5197,90,90,97.14,6720,10838.70968,0.62,6589,10738.70968,0.613574647,131,100,0.95,14000,202.2975054,8590.045059,192.1826302,148.2949441,3.678294628,57.78804919,0.0905072638,0.4674968385,108.9599851,38.53560618,13.3081861,62.57737843,128.7449442,2.063187716,564.5085797,,,,,,,,,,,,,,,,,,,,,,,,,,,Suriname,6141.119,Sweden,38.8543,,,,,,,,,,,,,,,,,,,149.88614211067681,3.683789118071261,58.358740071672436,0.09050726380303077,0.46749683845042533,110.22582666894621,38.98118005291425,13.426171463526538,63.20866779946491,126.68882352417988,2.084843349553891,567.1021882612597
Tunisia,EMR,11273661,Middle East and North Africa,A,4388.2832,4206.569,181.7142,79,97.14,97.14,734,2621.428571,0.28,714,2621.428571,0.2723705722,20,,,1700,575.631283,463.0299728,0,48.46108072,0.1962256159,18.08796261,0.0,0.0,37.38092174,13.65170035,4.116917362,19.84324955,45.22992749,0.7716924181,187.7396779,,,,,,,,,,,,,,,,,,,,,,,,,,,Swaziland,280416.9,Sweden except Stockholm,22.07434,,,,,,,,,,,,,,,,,,,49.879794898622634,0.2017243413645491,18.612063017295668,0.0,0.0,38.48479064288369,14.051050865552805,4.233058776430893,20.41966537413583,45.20533386643231,0.7933309707250322,191.88081275344342
Turkey,EUR,78271472,Europe and Central Asia,A,9611.373,8426.082,1185.291,97.14,97.14,97.14,,,0,,,0,,,,104177.1367,139.7498175,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden,1166.964,Switzerland,62.10872,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,EUR,5565284,Europe and Central Asia,A,17007.7611,16269.72,738.0411,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden except Stockholm,559.6403,Syria,235.6313,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,AMR,34339,,B,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,2623.446,Taiwan,255.2499,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,WPR,11001,Oceania,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Syria,1155.346,Tajikistan,809.6209,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,AFR,40144870,Sub-Saharan Africa,A,2135621.7,1704291,431330.7,78,77,80,834931,1464791.228,0.57,774902,1368791.228,0.5661213954,60029,96000,0.63,1200000,190000,679345.6744,119700,59920.99328,4624.633626,26052.85227,130.6201227,671.5826541,37853.50329,12631.19959,6813.695695,27316.29841,42585.21805,681.5343655,219282.1314,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan,12655.7,Tanzania,542872.6,,,,,,,,,,,,,,,,,,,60259.00581940891,4625.821113061912,26174.64202864432,130.62012270390943,671.5826540824826,38121.53315412771,12725.950846048054,6839.1344360751755,27450.914366029625,41733.1499476881,686.2136046445321,219418.5680925147
Ukraine,EUR,45154029,Europe and Central Asia,A,372178.135,368306.8,3871.335,86,97.14,97.14,60753,216975,0.28,58338,213775,0.2728943983,2415,3200,0.75,240000,3043.084897,65494.6556,2282.313672,2939.448571,42.0089538,1125.131282,0.8885457268,4.576349511,2206.082821,798.449799,262.3476358,1225.105021,2649.114449,45.13048271,11298.28391,,,,,,,,,,,,,,,,,,,,,,,,,,,Tajikistan,8162.652,Thailand,1301.904,,,,,,,,,,,,,,,,,,,3016.5799790505066,42.30787844116442,1153.624528062662,0.8885457267743976,4.576349511256083,2266.097997180843,820.1612891533827,268.66145669831474,1256.442594301011,2642.3642401741267,46.306810636511635,11518.011668936553
United Arab Emirates,EMR,9154302,,A,13202.4433,12903.31,299.1333,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,27.43915659,0.1094800877,10.20514567,0.0,0.0,21.22886937,7.727348635,2.302001505,11.20499438,25.633996,0.4306399735,106.2816322,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanzania,2157596,The Bahamas,29.39939,,,,,,,,,,,,,,,,,,,27.439156595393285,0.1094800877506322,10.205145666741183,0.0,0.0,21.22886937289561,7.727348635251208,2.3020015052838265,11.204994378900405,24.89978841241503,0.4306399735646613,105.54742462819586
United Kingdom of Great Britain and Northern Ireland,EUR,65128861,Europe and Central Asia,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,86684.68959,116.2843397,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Thailand,617388.6,The Gambia,11489.06,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,AMR,320896618,,B,360805.201,354844.3,5960.901,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,1079414.415,1709.072824,392600.6559,0,754.5837707,3.0107302,280.644096,0.0,0.0,583.7992959,212.5040487,63.30562567,308.1401894,704.9413963,11.84270857,2922.771861,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bahamas,4584.671,Timor-Leste,524.4834,,,,,,,,,,,,,,,,,,,754.5837707288066,3.0107302003758463,280.64409601201623,0.0,0.0,583.7992958718796,212.50404875428637,63.30562566824992,308.1401893688402,684.750501177723,11.842708574123284,2902.580966356301
Uruguay,AMR,3431552,Latin America and the Caribbean,B,7386.9313,7240.112,146.8193,97.14,97.14,97.14,6113,10188.33333,0.6,6000,10088.33333,0.5947464067,113,100,0.95,13000,262.2621209,7731.703288,249.1490148,27.26669516,0.4045810822,10.35222251,0.008726192986,0.04507337269,20.61113119,7.36351895,2.338590899,11.29257158,24.55642249,0.3954587919,104.6349922,,,,,,,,,,,,,,,,,,,,,,,,,,,The Gambia,27038.66,Togo,63164.97,,,,,,,,,,,,,,,,,,,27.522194145834565,0.4054694466760781,10.444028364869663,0.008726192985787383,0.045073372690195845,20.814125340781732,7.435095783505844,2.3576490020916383,11.394094118065476,24.116693975157425,0.3989598233482597,104.94210956600668
US Virgin Islands,AMR,103574,,B,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Timor-Leste,2800.047,Tonga,12.45279,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,EUR,31298900,Europe and Central Asia,A,25773.3155,25647.92,125.3955,90,88,95,13186,32965,0.4,8611,31965,0.2693883936,4575,1000,0.95,29000,2109.340229,7812.263413,2003.873217,142.337195,1.471605375,54.04201143,0.02605899021,0.1346024067,107.8683418,39.18371098,12.46005575,58.99905488,129.9254056,2.215965276,548.6640074,,,,,,,,,,,,,,,,,,,,,,,,,,,Togo,270540.8,Trinidad and Tobago,435.5197,,,,,,,,,,,,,,,,,,,214.2309906324564,1.7449620279962452,80.47551569996628,0.02605899020919822,0.1346024067474107,164.01900183620594,59.4088552837617,18.25008062969049,88.10131048930171,191.67968085086386,3.2919647159250376,821.3630235631243
Vanuatu,WPR,264603,Oceania,A,616.84929,521.5702,95.27909,57,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,16.67572864,0.06653485243,6.202021526,0.0,0.0,12.90152136,4.696178197,1.399006281,6.809664321,15.57866984,0.2617148714,64.59103989,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonga,58.53044,Tropical Latin America,46895.8,,,,,,,,,,,,,,,,,,,16.675728640395427,0.0665348524292007,6.202021526523673,0.0,0.0,12.901521363241974,4.696178197139376,1.399006281349759,6.80966432149993,15.13246638340212,0.261714871443133,64.14483643742459
Venezuela,AMR,31155134,Latin America and the Caribbean,B,101078.988,96054.95,5024.038,97.14,97.14,97.14,,,0.3637163359,,,1,,,,99000,2381.083405,99000,0,629.3543074,2.242786621,227.1396347,0.0,0.0,498.038078,176.2298154,47.8967094,250.8144565,592.2627161,8.834878961,2432.813383,,,,,,,,,,,,,,,,,,,,,,,,,,,Trinidad and Tobago,10470.87,Tunisia,181.7142,,,,,,,,,,,,,,,,,,,204.2628453329164,0.8149927696755785,75.96924794967657,0.0,0.0,158.03216276831444,57.524006382209144,17.136582744269706,83.41233178274099,185.35925518065565,3.2057744198004126,785.717199330259
Viet Nam,WPR,91713300,"East, South and South-East Asia",A,0,0,0,97.14,97.14,97.14,106373,253269.0476,0.42,101508,248369.0476,0.4086982697,4865,4900,0.95,250000,7867.50937486982,102174.5674,7474.133906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Latin America,927190.6,Turkey,1185.291,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallis and Futuna Islands,WPR,,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,4206.569,Turkmenistan,738.0411,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bank and Gaza Strip,EMR,4422143,Middle East and North Africa,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,8426.082,Uganda,431330.7,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,EMR,26916207,Middle East and North Africa,A,8187.5502,7299.473,888.0772,97.14,97.14,97.14,1355,9033.333333,0.15,1215,8533.333333,0.1423828125,140,500,0.32,13000,1374.337118,1850.976563,439.7878778,7.77494307,0.6161821778,3.372632972,0.01773799291,0.09079632593,4.887400068,1.652592482,0.9292961353,3.530873771,5.540475103,0.09528880796,28.50821891,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkmenistan,16269.72,Ukraine,3871.335,,,,,,,,,,,,,,,,,,,8.096054949475675,0.6174790967734937,3.4924297886053255,0.017737992907431135,0.09079632593271852,5.135208464809032,1.743056779029035,0.9565187894888896,3.662318297600907,5.669127884977616,0.10038940599557464,29.5811177755957
Zambia,AFR,16100587,Sub-Saharan Africa,A,2027191.3,1156376,870815.3,93,97.14,97.14,758646,1204200,0.63,706743,1119200,0.6314715868,51903,85000,0.61,910000,170000,574639.144,103700,20236.19922,2806.442844,9888.275336,81.23781156,417.5638065,10325.47887,3075.170806,2842.695601,10049.21406,10586.87002,164.1604248,70473.30881,,,,,,,,,,,,,,,,,,,,,,,,,,,Uganda,1704291,United Arab Emirates,299.1333,,,,,,,,,,,,,,,,,,,20207.884623917656,2806.3455581689354,9878.133810934323,81.23781156083683,417.5638064604422,10302.932886819242,3067.24458628508,2840.605124896636,10037.99316679268,10280.813620772884,163.7769654789219,70084.53196208764
Zimbabwe,AFR,15777451,Sub-Saharan Africa,A,2526567.3,1902673,623894.3,86,85,91,878461,1416872.581,0.62,817397,1339872.581,0.6100557708,61064,77000,0.8,1100000,200000,671061.3479,160000,52929.8065,5400.582305,24512.04137,152.7704359,787.3938136,30429.66556,9741.31085,6523.241702,25328.33578,33087.55183,521.8486973,189414.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,Ukraine,368306.8,United Kingdom,700.5739,,,,,,,,,,,,,,,,,,,53555.89156133162,5402.74556497486,24736.627643187356,152.77043589336654,787.3938135970711,30927.675070871555,9916.636756329313,6569.69024681891,25576.762625473995,32773.06517830894,530.3747645225325,190929.63366130955
,,,,,,,,,,,,,,13194904,,,806383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,12903.31,United States,5960.901,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sources / More details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3892.520345,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,12940.98,Uruguay,146.8193,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHO groupings (A & B):,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211955.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,354844.3,Uzbekistan,125.3955,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antiretroviral coverage:,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68470.07626,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uruguay,7240.112,Vanuatu,95.27909,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regimen breakdowns,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194717.9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uzbekistan,25647.92,Venezuela,5024.038,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drugs and manufacturers,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38879.90784,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanuatu,521.5702,Vietnam,3777.656,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121820.7041,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela,96054.95,"Virgin Islands, U.S.",10.73587,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,325901,Wales,21.52995,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virgin Islands, U.S.",394.0151,West Midlands,52.91505,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wales,803.298,Western Europe,3924.337,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Midlands,800.1199,Western Sub-Saharan Africa,3472191,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Europe,187575.2,Yemen,888.0772,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Sub-Saharan Africa,10702114,Yorkshire and the Humber,43.27937,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yemen,7299.473,Zambia,870815.3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yorkshire and the Humber,684.3634,Zimbabwe,623894.3,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zambia,1156376,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimbabwe,1902673,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
